"범죄별(1)","범죄별(2)","시점",발생지역별(1),데이터
"형법범 (건)","강력범죄(폭력)","2017",경남,16097
"형법범 (건)","강력범죄(폭력)","2017",제주,4102
"형법범 (건)","강력범죄(폭력)","2018",계,233392
"형법범 (건)","강력범죄(폭력)","2018",서울,45815
"형법범 (건)","강력범죄(폭력)","2018",부산,16642
"형법범 (건)","강력범죄(폭력)","2018",대구,10803
"형법범 (건)","강력범죄(폭력)","2018",인천,15900
"형법범 (건)","강력범죄(폭력)","2018",광주,6955
"형법범 (건)","강력범죄(폭력)","2018",대전,7809
"형법범 (건)","강력범죄(폭력)","2018",울산,3641
"형법범 (건)","강력범죄(폭력)","2018",세종,536
"형법범 (건)","강력범죄(폭력)","2018",경기,58018
"형법범 (건)","강력범죄(폭력)","2018",강원,7271
"형법범 (건)","강력범죄(폭력)","2018",충북,6397
"형법범 (건)","강력범죄(폭력)","2018",충남,8862
"형법범 (건)","강력범죄(폭력)","2018",전북,7334
"형법범 (건)","강력범죄(폭력)","2018",전남,8382
"형법범 (건)","강력범죄(폭력)","2018",경북,9732
"형법범 (건)","강력범죄(폭력)","2018",경남,15143
"형법범 (건)","강력범죄(폭력)","2018",제주,4152
"형법범 (건)","강력범죄(폭력)","2019",계,232316
"형법범 (건)","강력범죄(폭력)","2019",서울,44745
"형법범 (건)","강력범죄(폭력)","2019",부산,17072
"형법범 (건)","강력범죄(폭력)","2019",대구,10726
"형법범 (건)","강력범죄(폭력)","2019",인천,16431
"형법범 (건)","강력범죄(폭력)","2019",광주,7336
"형법범 (건)","강력범죄(폭력)","2019",대전,6843
"형법범 (건)","강력범죄(폭력)","2019",울산,3123
"형법범 (건)","강력범죄(폭력)","2019",세종,655
"형법범 (건)","강력범죄(폭력)","2019",경기,58623
"형법범 (건)","강력범죄(폭력)","2019",강원,6719
"형법범 (건)","강력범죄(폭력)","2019",충북,6380
"형법범 (건)","강력범죄(폭력)","2019",충남,7902
"형법범 (건)","강력범죄(폭력)","2019",전북,7324
"형법범 (건)","강력범죄(폭력)","2019",전남,8328
"형법범 (건)","강력범죄(폭력)","2019",경북,10672
"형법범 (건)","강력범죄(폭력)","2019",경남,15572
"형법범 (건)","강력범죄(폭력)","2019",제주,3865
"형법범 (건)","강력범죄(폭력)","2020",계,210241
"형법범 (건)","강력범죄(폭력)","2020",서울,38551
"형법범 (건)","강력범죄(폭력)","2020",부산,15559
"형법범 (건)","강력범죄(폭력)","2020",대구,9674
"형법범 (건)","강력범죄(폭력)","2020",인천,14535
"형법범 (건)","강력범죄(폭력)","2020",광주,6136
"형법범 (건)","강력범죄(폭력)","2020",대전,6742
"형법범 (건)","강력범죄(폭력)","2020",울산,2775
"형법범 (건)","강력범죄(폭력)","2020",세종,634
"형법범 (건)","강력범죄(폭력)","2020",경기,52872
"형법범 (건)","강력범죄(폭력)","2020",강원,6085
"형법범 (건)","강력범죄(폭력)","2020",충북,6097
"형법범 (건)","강력범죄(폭력)","2020",충남,7260
"형법범 (건)","강력범죄(폭력)","2020",전북,6953
"형법범 (건)","강력범죄(폭력)","2020",전남,7395
"형법범 (건)","강력범죄(폭력)","2020",경북,9895
"형법범 (건)","강력범죄(폭력)","2020",경남,14994
"형법범 (건)","강력범죄(폭력)","2020",제주,4084
"형법범 (건)","강력범죄(폭력)","2021",계,180460
"형법범 (건)","강력범죄(폭력)","2021",서울,32900
"형법범 (건)","강력범죄(폭력)","2021",부산,12793
"형법범 (건)","강력범죄(폭력)","2021",대구,8518
"형법범 (건)","강력범죄(폭력)","2021",인천,11977
"형법범 (건)","강력범죄(폭력)","2021",광주,5293
"형법범 (건)","강력범죄(폭력)","2021",대전,5667
"형법범 (건)","강력범죄(폭력)","2021",울산,2608
"형법범 (건)","강력범죄(폭력)","2021",세종,620
"형법범 (건)","강력범죄(폭력)","2021",경기,45904
"형법범 (건)","강력범죄(폭력)","2021",강원,5427
"형법범 (건)","강력범죄(폭력)","2021",충북,5283
"형법범 (건)","강력범죄(폭력)","2021",충남,6296
"형법범 (건)","강력범죄(폭력)","2021",전북,5754
"형법범 (건)","강력범죄(폭력)","2021",전남,6770
"형법범 (건)","강력범죄(폭력)","2021",경북,7869
"형법범 (건)","강력범죄(폭력)","2021",경남,12898
"형법범 (건)","강력범죄(폭력)","2021",제주,3883
"형법범 (건)","강력범죄(폭력)","2022",계,190870
"형법범 (건)","강력범죄(폭력)","2022",서울,37326
"형법범 (건)","강력범죄(폭력)","2022",부산,13660
"형법범 (건)","강력범죄(폭력)","2022",대구,8772
"형법범 (건)","강력범죄(폭력)","2022",인천,12327
"형법범 (건)","강력범죄(폭력)","2022",광주,4913
"형법범 (건)","강력범죄(폭력)","2022",대전,6188
"형법범 (건)","강력범죄(폭력)","2022",울산,1994
"형법범 (건)","강력범죄(폭력)","2022",세종,662
"형법범 (건)","강력범죄(폭력)","2022",경기,48952
"형법범 (건)","강력범죄(폭력)","2022",강원,5552
"형법범 (건)","강력범죄(폭력)","2022",충북,5421
"형법범 (건)","강력범죄(폭력)","2022",충남,6592
"형법범 (건)","강력범죄(폭력)","2022",전북,5624
"형법범 (건)","강력범죄(폭력)","2022",전남,6905
"형법범 (건)","강력범죄(폭력)","2022",경북,8830
"형법범 (건)","강력범죄(폭력)","2022",경남,12997
"형법범 (건)","강력범죄(폭력)","2022",제주,4155
"형법범 (건)","위조범죄","2014",계,21662
"형법범 (건)","위조범죄","2014",서울,5828
"형법범 (건)","위조범죄","2014",부산,1830
"형법범 (건)","위조범죄","2014",대구,1046
"형법범 (건)","위조범죄","2014",인천,1457
"형법범 (건)","위조범죄","2014",광주,655
"형법범 (건)","위조범죄","2014",대전,621
"형법범 (건)","위조범죄","2014",울산,326
"형법범 (건)","위조범죄","2014",세종,42
"형법범 (건)","위조범죄","2014",경기,4652
"형법범 (건)","위조범죄","2014",강원,517
"형법범 (건)","위조범죄","2014",충북,520
"형법범 (건)","위조범죄","2014",충남,770
"형법범 (건)","위조범죄","2014",전북,605
"형법범 (건)","위조범죄","2014",전남,598
"형법범 (건)","위조범죄","2014",경북,675
"형법범 (건)","위조범죄","2014",경남,1274
"형법범 (건)","위조범죄","2014",제주,246
"형법범 (건)","위조범죄","2015",계,20878
"형법범 (건)","위조범죄","2015",서울,5115
"형법범 (건)","위조범죄","2015",부산,1807
"형법범 (건)","위조범죄","2015",대구,1092
"형법범 (건)","위조범죄","2015",인천,1205
"형법범 (건)","위조범죄","2015",광주,687
"형법범 (건)","위조범죄","2015",대전,631
"형법범 (건)","위조범죄","2015",울산,246
"형법범 (건)","위조범죄","2015",세종,38
"형법범 (건)","위조범죄","2015",경기,4340
"형법범 (건)","위조범죄","2015",강원,650
"형법범 (건)","위조범죄","2015",충북,606
"형법범 (건)","위조범죄","2015",충남,781
"형법범 (건)","위조범죄","2015",전북,635
"형법범 (건)","위조범죄","2015",전남,990
"형법범 (건)","위조범죄","2015",경북,779
"형법범 (건)","위조범죄","2015",경남,1045
"형법범 (건)","위조범죄","2015",제주,231
"형법범 (건)","위조범죄","2016",계,18569
"형법범 (건)","위조범죄","2016",서울,4641
"형법범 (건)","위조범죄","2016",부산,1532
"형법범 (건)","위조범죄","2016",대구,817
"형법범 (건)","위조범죄","2016",인천,1063
"형법범 (건)","위조범죄","2016",광주,579
"형법범 (건)","위조범죄","2016",대전,594
"형법범 (건)","위조범죄","2016",울산,224
"형법범 (건)","위조범죄","2016",세종,43
"형법범 (건)","위조범죄","2016",경기,4066
"형법범 (건)","위조범죄","2016",강원,535
"형법범 (건)","위조범죄","2016",충북,560
"형법범 (건)","위조범죄","2016",충남,703
"형법범 (건)","위조범죄","2016",전북,609
"형법범 (건)","위조범죄","2016",전남,601
"형법범 (건)","위조범죄","2016",경북,745
"형법범 (건)","위조범죄","2016",경남,1024
"형법범 (건)","위조범죄","2016",제주,233
"형법범 (건)","위조범죄","2017",계,19502
"형법범 (건)","위조범죄","2017",서울,4721
"형법범 (건)","위조범죄","2017",부산,1136
"형법범 (건)","위조범죄","2017",대구,791
"형법범 (건)","위조범죄","2017",인천,1041
"형법범 (건)","위조범죄","2017",광주,451
"형법범 (건)","위조범죄","2017",대전,629
"형법범 (건)","위조범죄","2017",울산,224
"형법범 (건)","위조범죄","2017",세종,59
"형법범 (건)","위조범죄","2017",경기,4209
"형법범 (건)","위조범죄","2017",강원,613
"형법범 (건)","위조범죄","2017",충북,635
"형법범 (건)","위조범죄","2017",충남,732
"형법범 (건)","위조범죄","2017",전북,623
"형법범 (건)","위조범죄","2017",전남,530
"형법범 (건)","위조범죄","2017",경북,676
"형법범 (건)","위조범죄","2017",경남,1353
"형법범 (건)","위조범죄","2017",제주,1079
"형법범 (건)","위조범죄","2018",계,17535
"형법범 (건)","위조범죄","2018",서울,4049
"형법범 (건)","위조범죄","2018",부산,1140
"형법범 (건)","위조범죄","2018",대구,930
"형법범 (건)","위조범죄","2018",인천,855
"형법범 (건)","위조범죄","2018",광주,598
"형법범 (건)","위조범죄","2018",대전,523
"형법범 (건)","위조범죄","2018",울산,159
"형법범 (건)","위조범죄","2018",세종,42
"형법범 (건)","위조범죄","2018",경기,3444
"형법범 (건)","위조범죄","2018",강원,429
"형법범 (건)","위조범죄","2018",충북,524
"형법범 (건)","위조범죄","2018",충남,636
"형법범 (건)","위조범죄","2018",전북,922
"형법범 (건)","위조범죄","2018",전남,548
"형법범 (건)","위조범죄","2018",경북,535
"형법범 (건)","위조범죄","2018",경남,1411
"형법범 (건)","위조범죄","2018",제주,790
"형법범 (건)","위조범죄","2019",계,16771
"형법범 (건)","위조범죄","2019",서울,4121
"형법범 (건)","위조범죄","2019",부산,1205
"형법범 (건)","위조범죄","2019",대구,829
"형법범 (건)","위조범죄","2019",인천,1127
"형법범 (건)","위조범죄","2019",광주,644
"형법범 (건)","위조범죄","2019",대전,507
"형법범 (건)","위조범죄","2019",울산,172
"형법범 (건)","위조범죄","2019",세종,54
"형법범 (건)","위조범죄","2019",경기,3294
"형법범 (건)","위조범죄","2019",강원,499
"형법범 (건)","위조범죄","2019",충북,578
"형법범 (건)","위조범죄","2019",충남,655
"형법범 (건)","위조범죄","2019",전북,587
"형법범 (건)","위조범죄","2019",전남,596
"형법범 (건)","위조범죄","2019",경북,635
"형법범 (건)","위조범죄","2019",경남,1066
"형법범 (건)","위조범죄","2019",제주,202
"형법범 (건)","위조범죄","2020",계,15614
"형법범 (건)","위조범죄","2020",서울,3432
"형법범 (건)","위조범죄","2020",부산,1150
"형법범 (건)","위조범죄","2020",대구,772
"형법범 (건)","위조범죄","2020",인천,841
"형법범 (건)","위조범죄","2020",광주,610
"형법범 (건)","위조범죄","2020",대전,483
"형법범 (건)","위조범죄","2020",울산,184
"형법범 (건)","위조범죄","2020",세종,72
"형법범 (건)","위조범죄","2020",경기,3437
"형법범 (건)","위조범죄","2020",강원,415
"형법범 (건)","위조범죄","2020",충북,476
"형법범 (건)","위조범죄","2020",충남,646
"형법범 (건)","위조범죄","2020",전북,583
"형법범 (건)","위조범죄","2020",전남,521
"형법범 (건)","위조범죄","2020",경북,647
"형법범 (건)","위조범죄","2020",경남,1122
"형법범 (건)","위조범죄","2020",제주,223
"형법범 (건)","위조범죄","2021",계,13518
"형법범 (건)","위조범죄","2021",서울,2732
"형법범 (건)","위조범죄","2021",부산,995
"형법범 (건)","위조범죄","2021",대구,625
"형법범 (건)","위조범죄","2021",인천,650
"형법범 (건)","위조범죄","2021",광주,422
"형법범 (건)","위조범죄","2021",대전,349
"형법범 (건)","위조범죄","2021",울산,290
"형법범 (건)","위조범죄","2021",세종,43
"형법범 (건)","위조범죄","2021",경기,3050
"형법범 (건)","위조범죄","2021",강원,343
"형법범 (건)","위조범죄","2021",충북,415
"형법범 (건)","위조범죄","2021",충남,507
"형법범 (건)","위조범죄","2021",전북,682
"형법범 (건)","위조범죄","2021",전남,471
"형법범 (건)","위조범죄","2021",경북,624
"형법범 (건)","위조범죄","2021",경남,1133
"형법범 (건)","위조범죄","2021",제주,187
"형법범 (건)","위조범죄","2022",계,13622
"형법범 (건)","위조범죄","2022",서울,2741
"형법범 (건)","위조범죄","2022",부산,1090
"형법범 (건)","위조범죄","2022",대구,637
"형법범 (건)","위조범죄","2022",인천,767
"형법범 (건)","위조범죄","2022",광주,415
"형법범 (건)","위조범죄","2022",대전,458
"형법범 (건)","위조범죄","2022",울산,181
"형법범 (건)","위조범죄","2022",세종,71
"형법범 (건)","위조범죄","2022",경기,3037
"형법범 (건)","위조범죄","2022",강원,406
"형법범 (건)","위조범죄","2022",충북,415
"형법범 (건)","위조범죄","2022",충남,576
"형법범 (건)","위조범죄","2022",전북,457
"형법범 (건)","위조범죄","2022",전남,625
"형법범 (건)","위조범죄","2022",경북,624
"형법범 (건)","위조범죄","2022",경남,905
"형법범 (건)","위조범죄","2022",제주,217
"형법범 (건)","공무원범죄","2014",계,2705
"형법범 (건)","공무원범죄","2014",서울,540
"형법범 (건)","공무원범죄","2014",부산,174
"형법범 (건)","공무원범죄","2014",대구,139
"형법범 (건)","공무원범죄","2014",인천,133
"형법범 (건)","공무원범죄","2014",광주,158
"형법범 (건)","공무원범죄","2014",대전,123
"형법범 (건)","공무원범죄","2014",울산,54
"형법범 (건)","공무원범죄","2014",세종,9
"형법범 (건)","공무원범죄","2014",경기,473
"형법범 (건)","공무원범죄","2014",강원,159
"형법범 (건)","공무원범죄","2014",충북,63
"형법범 (건)","공무원범죄","2014",충남,101
"형법범 (건)","공무원범죄","2014",전북,79
"형법범 (건)","공무원범죄","2014",전남,200
"형법범 (건)","공무원범죄","2014",경북,103
"형법범 (건)","공무원범죄","2014",경남,155
"형법범 (건)","공무원범죄","2014",제주,42
"형법범 (건)","공무원범죄","2015",계,3286
"형법범 (건)","공무원범죄","2015",서울,720
"형법범 (건)","공무원범죄","2015",부산,296
"형법범 (건)","공무원범죄","2015",대구,123
"형법범 (건)","공무원범죄","2015",인천,240
"형법범 (건)","공무원범죄","2015",광주,94
"형법범 (건)","공무원범죄","2015",대전,114
"형법범 (건)","공무원범죄","2015",울산,56
"형법범 (건)","공무원범죄","2015",세종,19
"형법범 (건)","공무원범죄","2015",경기,618
"형법범 (건)","공무원범죄","2015",강원,104
"형법범 (건)","공무원범죄","2015",충북,75
"형법범 (건)","공무원범죄","2015",충남,160
"형법범 (건)","공무원범죄","2015",전북,68
"형법범 (건)","공무원범죄","2015",전남,222
"형법범 (건)","공무원범죄","2015",경북,144
"형법범 (건)","공무원범죄","2015",경남,194
"형법범 (건)","공무원범죄","2015",제주,39
"형법범 (건)","공무원범죄","2016",계,3103
"형법범 (건)","공무원범죄","2016",서울,650
"형법범 (건)","공무원범죄","2016",부산,248
"형법범 (건)","공무원범죄","2016",대구,172
"형법범 (건)","공무원범죄","2016",인천,209
"형법범 (건)","공무원범죄","2016",광주,131
"형법범 (건)","공무원범죄","2016",대전,74
"형법범 (건)","공무원범죄","2016",울산,39
"형법범 (건)","공무원범죄","2016",세종,16
"형법범 (건)","공무원범죄","2016",경기,568
"형법범 (건)","공무원범죄","2016",강원,105
"형법범 (건)","공무원범죄","2016",충북,113
"형법범 (건)","공무원범죄","2016",충남,135
"형법범 (건)","공무원범죄","2016",전북,86
"형법범 (건)","공무원범죄","2016",전남,150
"형법범 (건)","공무원범죄","2016",경북,157
"형법범 (건)","공무원범죄","2016",경남,231
"형법범 (건)","공무원범죄","2016",제주,19
"형법범 (건)","공무원범죄","2017",계,3845
"형법범 (건)","공무원범죄","2017",서울,892
"형법범 (건)","공무원범죄","2017",부산,235
"형법범 (건)","공무원범죄","2017",대구,127
"형법범 (건)","공무원범죄","2017",인천,166
"형법범 (건)","공무원범죄","2017",광주,178
"형법범 (건)","공무원범죄","2017",대전,157
"형법범 (건)","공무원범죄","2017",울산,68
"형법범 (건)","공무원범죄","2017",세종,18
"형법범 (건)","공무원범죄","2017",경기,763
"형법범 (건)","공무원범죄","2017",강원,114
"형법범 (건)","공무원범죄","2017",충북,99
"형법범 (건)","공무원범죄","2017",충남,103
"형법범 (건)","공무원범죄","2017",전북,119
"형법범 (건)","공무원범죄","2017",전남,196
"형법범 (건)","공무원범죄","2017",경북,211
"형법범 (건)","공무원범죄","2017",경남,308
"형법범 (건)","공무원범죄","2017",제주,91
"형법범 (건)","공무원범죄","2018",계,4422
"형법범 (건)","공무원범죄","2018",서울,1270
"형법범 (건)","공무원범죄","2018",부산,375
"형법범 (건)","공무원범죄","2018",대구,169
"형법범 (건)","공무원범죄","2018",인천,140
"형법범 (건)","공무원범죄","2018",광주,260
"형법범 (건)","공무원범죄","2018",대전,119
"형법범 (건)","공무원범죄","2018",울산,35
"형법범 (건)","공무원범죄","2018",세종,23
"형법범 (건)","공무원범죄","2018",경기,802
"형법범 (건)","공무원범죄","2018",강원,118
"형법범 (건)","공무원범죄","2018",충북,99
"형법범 (건)","공무원범죄","2018",충남,110
"형법범 (건)","공무원범죄","2018",전북,172
"형법범 (건)","공무원범죄","2018",전남,188
"형법범 (건)","공무원범죄","2018",경북,235
"형법범 (건)","공무원범죄","2018",경남,234
"형법범 (건)","공무원범죄","2018",제주,73
"형법범 (건)","공무원범죄","2019",계,3879
"형법범 (건)","공무원범죄","2019",서울,1157
"형법범 (건)","공무원범죄","2019",부산,337
"형법범 (건)","공무원범죄","2019",대구,101
"형법범 (건)","공무원범죄","2019",인천,354
"형법범 (건)","공무원범죄","2019",광주,200
"형법범 (건)","공무원범죄","2019",대전,97
"형법범 (건)","공무원범죄","2019",울산,26
"형법범 (건)","공무원범죄","2019",세종,31
"형법범 (건)","공무원범죄","2019",경기,401
"형법범 (건)","공무원범죄","2019",강원,172
"형법범 (건)","공무원범죄","2019",충북,97
"형법범 (건)","공무원범죄","2019",충남,93
"형법범 (건)","공무원범죄","2019",전북,186
"형법범 (건)","공무원범죄","2019",전남,190
"형법범 (건)","공무원범죄","2019",경북,165
"형법범 (건)","공무원범죄","2019",경남,206
"형법범 (건)","공무원범죄","2019",제주,66
"형법범 (건)","공무원범죄","2020",계,3689
"형법범 (건)","공무원범죄","2020",서울,961
"형법범 (건)","공무원범죄","2020",부산,254
"형법범 (건)","공무원범죄","2020",대구,219
"형법범 (건)","공무원범죄","2020",인천,130
"형법범 (건)","공무원범죄","2020",광주,163
"형법범 (건)","공무원범죄","2020",대전,135
"형법범 (건)","공무원범죄","2020",울산,57
"형법범 (건)","공무원범죄","2020",세종,20
"형법범 (건)","공무원범죄","2020",경기,629
"형법범 (건)","공무원범죄","2020",강원,130
"형법범 (건)","공무원범죄","2020",충북,102
"형법범 (건)","공무원범죄","2020",충남,113
"형법범 (건)","공무원범죄","2020",전북,101
"형법범 (건)","공무원범죄","2020",전남,226
"형법범 (건)","공무원범죄","2020",경북,158
"형법범 (건)","공무원범죄","2020",경남,220
"형법범 (건)","공무원범죄","2020",제주,71
"형법범 (건)","공무원범죄","2021",계,3717
"형법범 (건)","공무원범죄","2021",서울,799
"형법범 (건)","공무원범죄","2021",부산,357
"형법범 (건)","공무원범죄","2021",대구,116
"형법범 (건)","공무원범죄","2021",인천,364
"형법범 (건)","공무원범죄","2021",광주,221
"형법범 (건)","공무원범죄","2021",대전,110
"형법범 (건)","공무원범죄","2021",울산,74
"형법범 (건)","공무원범죄","2021",세종,37
"형법범 (건)","공무원범죄","2021",경기,579
"형법범 (건)","공무원범죄","2021",강원,96
"형법범 (건)","공무원범죄","2021",충북,96
"형법범 (건)","공무원범죄","2021",충남,92
"형법범 (건)","공무원범죄","2021",전북,132
"형법범 (건)","공무원범죄","2021",전남,194
"형법범 (건)","공무원범죄","2021",경북,177
"형법범 (건)","공무원범죄","2021",경남,242
"형법범 (건)","공무원범죄","2021",제주,31
"형법범 (건)","공무원범죄","2022",계,4775
"형법범 (건)","공무원범죄","2022",서울,1023
"형법범 (건)","공무원범죄","2022",부산,409
"형법범 (건)","공무원범죄","2022",대구,202
"형법범 (건)","공무원범죄","2022",인천,296
"형법범 (건)","공무원범죄","2022",광주,180
"형법범 (건)","공무원범죄","2022",대전,158
"형법범 (건)","공무원범죄","2022",울산,115
"형법범 (건)","공무원범죄","2022",세종,42
"형법범 (건)","공무원범죄","2022",경기,1029
"형법범 (건)","공무원범죄","2022",강원,97
"형법범 (건)","공무원범죄","2022",충북,108
"형법범 (건)","공무원범죄","2022",충남,152
"형법범 (건)","공무원범죄","2022",전북,251
"형법범 (건)","공무원범죄","2022",전남,197
"형법범 (건)","공무원범죄","2022",경북,227
"형법범 (건)","공무원범죄","2022",경남,244
"형법범 (건)","공무원범죄","2022",제주,45
"형법범 (건)","풍속범죄","2014",계,9580
"형법범 (건)","풍속범죄","2014",서울,1659
"형법범 (건)","풍속범죄","2014",부산,779
"형법범 (건)","풍속범죄","2014",대구,622
"형법범 (건)","풍속범죄","2014",인천,404
"형법범 (건)","풍속범죄","2014",광주,313
"형법범 (건)","풍속범죄","2014",대전,182
"형법범 (건)","풍속범죄","2014",울산,225
"형법범 (건)","풍속범죄","2014",세종,11
"형법범 (건)","풍속범죄","2014",경기,2093
"형법범 (건)","풍속범죄","2014",강원,297
"형법범 (건)","풍속범죄","2014",충북,575
"형법범 (건)","풍속범죄","2014",충남,330
"형법범 (건)","풍속범죄","2014",전북,366
"형법범 (건)","풍속범죄","2014",전남,417
"형법범 (건)","풍속범죄","2014",경북,592
"형법범 (건)","풍속범죄","2014",경남,550
"형법범 (건)","풍속범죄","2014",제주,165
"형법범 (건)","풍속범죄","2015",계,10252
"형법범 (건)","풍속범죄","2015",서울,1849
"형법범 (건)","풍속범죄","2015",부산,1159
"형법범 (건)","풍속범죄","2015",대구,581
"형법범 (건)","풍속범죄","2015",인천,451
"형법범 (건)","풍속범죄","2015",광주,253
"형법범 (건)","풍속범죄","2015",대전,228
"형법범 (건)","풍속범죄","2015",울산,144
"형법범 (건)","풍속범죄","2015",세종,24
"형법범 (건)","풍속범죄","2015",경기,2373
"형법범 (건)","풍속범죄","2015",강원,277
"형법범 (건)","풍속범죄","2015",충북,314
"형법범 (건)","풍속범죄","2015",충남,396
"형법범 (건)","풍속범죄","2015",전북,360
"형법범 (건)","풍속범죄","2015",전남,488
"형법범 (건)","풍속범죄","2015",경북,549
"형법범 (건)","풍속범죄","2015",경남,625
"형법범 (건)","풍속범죄","2015",제주,181
"형법범 (건)","풍속범죄","2016",계,15856
"형법범 (건)","풍속범죄","2016",서울,2802
"형법범 (건)","풍속범죄","2016",부산,1354
"형법범 (건)","풍속범죄","2016",대구,1050
"형법범 (건)","풍속범죄","2016",인천,694
"형법범 (건)","풍속범죄","2016",광주,430
"형법범 (건)","풍속범죄","2016",대전,514
"형법범 (건)","풍속범죄","2016",울산,589
"형법범 (건)","풍속범죄","2016",세종,32
"형법범 (건)","풍속범죄","2016",경기,3270
"형법범 (건)","풍속범죄","2016",강원,288
"형법범 (건)","풍속범죄","2016",충북,383
"형법범 (건)","풍속범죄","2016",충남,632
"형법범 (건)","풍속범죄","2016",전북,786
"형법범 (건)","풍속범죄","2016",전남,451
"형법범 (건)","풍속범죄","2016",경북,1057
"형법범 (건)","풍속범죄","2016",경남,1201
"형법범 (건)","풍속범죄","2016",제주,323
"형법범 (건)","풍속범죄","2017",계,12161
"형법범 (건)","풍속범죄","2017",서울,2084
"형법범 (건)","풍속범죄","2017",부산,2269
"형법범 (건)","풍속범죄","2017",대구,601
"형법범 (건)","풍속범죄","2017",인천,544
"형법범 (건)","풍속범죄","2017",광주,317
"형법범 (건)","풍속범죄","2017",대전,289
"형법범 (건)","풍속범죄","2017",울산,217
"형법범 (건)","풍속범죄","2017",세종,24
"형법범 (건)","풍속범죄","2017",경기,2454
"형법범 (건)","풍속범죄","2017",강원,280
"형법범 (건)","풍속범죄","2017",충북,237
"형법범 (건)","풍속범죄","2017",충남,393
"형법범 (건)","풍속범죄","2017",전북,302
"형법범 (건)","풍속범죄","2017",전남,387
"형법범 (건)","풍속범죄","2017",경북,734
"형법범 (건)","풍속범죄","2017",경남,816
"형법범 (건)","풍속범죄","2017",제주,213
"형법범 (건)","풍속범죄","2018",계,9097
"형법범 (건)","풍속범죄","2018",서울,1480
"형법범 (건)","풍속범죄","2018",부산,1426
"형법범 (건)","풍속범죄","2018",대구,345
"형법범 (건)","풍속범죄","2018",인천,479
"형법범 (건)","풍속범죄","2018",광주,229
"형법범 (건)","풍속범죄","2018",대전,279
"형법범 (건)","풍속범죄","2018",울산,106
"형법범 (건)","풍속범죄","2018",세종,24
"형법범 (건)","풍속범죄","2018",경기,2067
"형법범 (건)","풍속범죄","2018",강원,278
"형법범 (건)","풍속범죄","2018",충북,215
"형법범 (건)","풍속범죄","2018",충남,375
"형법범 (건)","풍속범죄","2018",전북,304
"형법범 (건)","풍속범죄","2018",전남,336
"형법범 (건)","풍속범죄","2018",경북,451
"형법범 (건)","풍속범죄","2018",경남,548
"형법범 (건)","풍속범죄","2018",제주,155
"형법범 (건)","풍속범죄","2019",계,11447
"형법범 (건)","풍속범죄","2019",서울,1952
"형법범 (건)","풍속범죄","2019",부산,1055
"형법범 (건)","풍속범죄","2019",대구,582
"형법범 (건)","풍속범죄","2019",인천,755
"형법범 (건)","풍속범죄","2019",광주,289
"형법범 (건)","풍속범죄","2019",대전,229
"형법범 (건)","풍속범죄","2019",울산,188
"형법범 (건)","풍속범죄","2019",세종,31
"형법범 (건)","풍속범죄","2019",경기,2834
"형법범 (건)","풍속범죄","2019",강원,445
"형법범 (건)","풍속범죄","2019",충북,278
"형법범 (건)","풍속범죄","2019",충남,406
"형법범 (건)","풍속범죄","2019",전북,423
"형법범 (건)","풍속범죄","2019",전남,367
"형법범 (건)","풍속범죄","2019",경북,573
"형법범 (건)","풍속범죄","2019",경남,863
"형법범 (건)","풍속범죄","2019",제주,177
"형법범 (건)","풍속범죄","2020",계,10951
"형법범 (건)","풍속범죄","2020",서울,2075
"형법범 (건)","풍속범죄","2020",부산,694
"형법범 (건)","풍속범죄","2020",대구,549
"형법범 (건)","풍속범죄","2020",인천,549
"형법범 (건)","풍속범죄","2020",광주,234
"형법범 (건)","풍속범죄","2020",대전,235
"형법범 (건)","풍속범죄","2020",울산,340
"형법범 (건)","풍속범죄","2020",세종,15
"형법범 (건)","풍속범죄","2020",경기,3647
"형법범 (건)","풍속범죄","2020",강원,311
"형법범 (건)","풍속범죄","2020",충북,238
"형법범 (건)","풍속범죄","2020",충남,404
"형법범 (건)","풍속범죄","2020",전북,363
"형법범 (건)","풍속범죄","2020",전남,290
"형법범 (건)","풍속범죄","2020",경북,412
"형법범 (건)","풍속범죄","2020",경남,471
"형법범 (건)","풍속범죄","2020",제주,124
"형법범 (건)","풍속범죄","2021",계,9135
"형법범 (건)","풍속범죄","2021",서울,1599
"형법범 (건)","풍속범죄","2021",부산,674
"형법범 (건)","풍속범죄","2021",대구,311
"형법범 (건)","풍속범죄","2021",인천,451
"형법범 (건)","풍속범죄","2021",광주,184
"형법범 (건)","풍속범죄","2021",대전,284
"형법범 (건)","풍속범죄","2021",울산,68
"형법범 (건)","풍속범죄","2021",세종,28
"형법범 (건)","풍속범죄","2021",경기,3144
"형법범 (건)","풍속범죄","2021",강원,317
"형법범 (건)","풍속범죄","2021",충북,218
"형법범 (건)","풍속범죄","2021",충남,299
"형법범 (건)","풍속범죄","2021",전북,249
"형법범 (건)","풍속범죄","2021",전남,357
"형법범 (건)","풍속범죄","2021",경북,305
"형법범 (건)","풍속범죄","2021",경남,521
"형법범 (건)","풍속범죄","2021",제주,126
"형법범 (건)","풍속범죄","2022",계,7016
"형법범 (건)","풍속범죄","2022",서울,1090
"형법범 (건)","풍속범죄","2022",부산,597
"형법범 (건)","풍속범죄","2022",대구,256
"형법범 (건)","풍속범죄","2022",인천,415
"형법범 (건)","풍속범죄","2022",광주,176
"형법범 (건)","풍속범죄","2022",대전,282
